Year,Time period,Commodity,Statistic type,Unit,Value
1978,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, retail weight",(LBS) Pounds,42.53780114
1978,Yr Jan-Dec,"Chickens, Broilers",Total disappearance,Million LBS,9594.878
1978,Yr Jan-Dec,"Chickens, Broilers",Total supply,Million LBS,10012.015
1978,Yr Jan-Dec,Lamb and mutton,Beginning stocks,"Million lbs, CWE",10.096
1978,Yr Jan-Dec,Lamb and mutton,Commercial production,"Million lbs, CWE",301
1978,Yr Jan-Dec,Lamb and mutton,Ending stocks,"Million lbs, CWE",11.716
1978,Yr Jan-Dec,Lamb and mutton,Exports,"Million lbs, CWE",3.224
1978,Yr Jan-Dec,Lamb and mutton,Farm production,"Million lbs, CWE",9
1978,Yr Jan-Dec,Lamb and mutton,Imports,"Million lbs, CWE",39.3
1978,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, boneless retail weight",(LBS) Pounds,1.018071019
1978,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, carcass weight",(LBS) Pounds,1.547220393
1978,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, retail weight",(LBS) Pounds,1.37702615
1978,Yr Jan-Dec,Lamb and mutton,Total disappearance,"Million lbs, CWE",344.456
1978,Yr Jan-Dec,Lamb and mutton,Total production,"Million lbs, CWE",310
1978,Yr Jan-Dec,Lamb and mutton,Total supply,"Million lbs, CWE",359.396
1978,Yr Jan-Dec,Pork,Beginning stocks,"Million lbs, CWE",245.652
1978,Yr Jan-Dec,Pork,Commercial production,"Million lbs, CWE",13209
1978,Yr Jan-Dec,Pork,Ending stocks,"Million lbs, CWE",310.496
1978,Yr Jan-Dec,Pork,Exports,"Million lbs, CWE",287.657
1978,Yr Jan-Dec,Pork,Farm production,"Million lbs, CWE",184
1978,Yr Jan-Dec,Pork,Imports,"Million lbs, CWE",495.2
1978,Yr Jan-Dec,Pork,"Per capita disappearance, boneless retail weight",(LBS) Pounds,42.74196066
1978,Yr Jan-Dec,Pork,"Per capita disappearance, carcass weight",(LBS) Pounds,60.79937504
1978,Yr Jan-Dec,Pork,"Per capita disappearance, retail weight",(LBS) Pounds,46.99791691
1978,Yr Jan-Dec,Pork,Total disappearance,"Million lbs, CWE",13535.699
1978,Yr Jan-Dec,Pork,Total production,"Million lbs, CWE",13393
1978,Yr Jan-Dec,Pork,Total supply,"Million lbs, CWE",14133.852
1978,Yr Jan-Dec,Total poultry,Beginning stocks,Million LBS,306.538
1978,Yr Jan-Dec,Total poultry,Ending stocks,Million LBS,276.985
1978,Yr Jan-Dec,Total poultry,Exports,Million LBS,411.873
1978,Yr Jan-Dec,Total poultry,Federally inspected production,Million LBS,12375.519
1978,Yr Jan-Dec,Total poultry,Net ready-to-cook production,Million LBS,12445.23404
1978,Yr Jan-Dec,Total poultry,"Per capita disappearance, boneless retail weight",(LBS) Pounds,37.85209156
1978,Yr Jan-Dec,Total poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,54.18490305
1978,Yr Jan-Dec,Total poultry,"Per capita disappearance, retail weight",(LBS) Pounds,53.62464582
1978,Yr Jan-Dec,Total poultry,Total disappearance,Million LBS,12062.91404
1978,Yr Jan-Dec,Total poultry,Total supply,Million LBS,12751.77204
1978,Yr Jan-Dec,Total red meat,Beginning stocks,"Million lbs, CWE",678.83008
1978,Yr Jan-Dec,Total red meat,Commercial production,"Million lbs, CWE",38118
1978,Yr Jan-Dec,Total red meat,Ending stocks,"Million lbs, CWE",859.96356
1978,Yr Jan-Dec,Total red meat,Exports,"Million lbs, CWE",453.5851
1978,Yr Jan-Dec,Total red meat,Farm production,"Million lbs, CWE",457
1978,Yr Jan-Dec,Total red meat,Imports,"Million lbs, CWE",2856.2
1978,Yr Jan-Dec,Total red meat,"Per capita disappearance, boneless retail weight",(LBS) Pounds,128.1114944
1978,Yr Jan-Dec,Total red meat,"Per capita disappearance, carcass weight",(LBS) Pounds,183.2487982
1978,Yr Jan-Dec,Total red meat,"Per capita disappearance, retail weight",(LBS) Pounds,138.1075526
1978,Yr Jan-Dec,Total red meat,Total disappearance,"Million lbs, CWE",40796.48142
1978,Yr Jan-Dec,Total red meat,Total production,"Million lbs, CWE",38575
1978,Yr Jan-Dec,Total red meat,Total supply,"Million lbs, CWE",42110.03008
1978,Yr Jan-Dec,Total red meat and poultry,Beginning stocks,"Million lbs, CWE",985.36808
1978,Yr Jan-Dec,Total red meat and poultry,Commercial production,"Million lbs, CWE",50563.23404
1978,Yr Jan-Dec,Total red meat and poultry,Exports,"Million lbs, CWE",865.4581
1978,Yr Jan-Dec,Total red meat and poultry,Imports,"Million lbs, CWE",2856.2
1978,Yr Jan-Dec,Total red meat and poultry,Other production,"Million lbs, CWE",457
1978,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,237.4337012
1978,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, retail weight",(LBS) Pounds,191.7321985
1978,Yr Jan-Dec,Total red meat and poultry,Total production,"Million lbs, CWE",51020.23404
1978,Yr Jan-Dec,Total red meat and poultry,Total supply,"Million lbs, CWE",54861.80212
1978,Yr Jan-Dec,Turkeys,Beginning stocks,Million LBS,167.943
1978,Yr Jan-Dec,Turkeys,Condemnations,Million LBS,4.258
1978,Yr Jan-Dec,Turkeys,Ending stocks,Million LBS,175.097
1978,Yr Jan-Dec,Turkeys,Exports,Million LBS,51.067
1978,Yr Jan-Dec,Turkeys,Federally inspected production,Million LBS,1983.476
1978,Yr Jan-Dec,Turkeys,Net ready-to-cook production,Million LBS,2002.968
1978,Yr Jan-Dec,Turkeys,"Per capita disappearance, boneless retail weight",(LBS) Pounds,6.900945993
1978,Yr Jan-Dec,Turkeys,"Per capita disappearance, carcass weight",(LBS) Pounds,8.735374674
1978,Yr Jan-Dec,Turkeys,"Per capita disappearance, retail weight",(LBS) Pounds,8.735374674
1978,Yr Jan-Dec,Turkeys,Total disappearance,Million LBS,1944.747
1978,Yr Jan-Dec,Turkeys,Total supply,Million LBS,2170.911
1978,Yr Jan-Dec,U.S. population,Population,Million,222.629
1978,Yr Jan-Dec,Veal,Beginning stocks,"Million lbs, CWE",11.424
1978,Yr Jan-Dec,Veal,Commercial production,"Million lbs, CWE",599
1978,Yr Jan-Dec,Veal,Ending stocks,"Million lbs, CWE",9.093
1978,Yr Jan-Dec,Veal,Exports,"Million lbs, CWE",2.4631
1978,Yr Jan-Dec,Veal,Farm production,"Million lbs, CWE",32
1978,Yr Jan-Dec,Veal,Imports,"Million lbs, CWE",24.6
1978,Yr Jan-Dec,Veal,"Per capita disappearance, boneless retail weight",(LBS) Pounds,2.016788826
1978,Yr Jan-Dec,Veal,"Per capita disappearance, carcass weight",(LBS) Pounds,2.944217264
1978,Yr Jan-Dec,Veal,"Per capita disappearance, retail weight",(LBS) Pounds,2.443700329
1978,Yr Jan-Dec,Veal,Total disappearance,"Million lbs, CWE",655.4679
1978,Yr Jan-Dec,Veal,Total production,"Million lbs, CWE",631
1978,Yr Jan-Dec,Veal,Total supply,"Million lbs, CWE",667.024
1979,Yr Jan-Dec,Beef,Beginning stocks,"Million lbs, CWE",528.65856
1979,Yr Jan-Dec,Beef,Commercial production,"Million lbs, CWE",21262
1979,Yr Jan-Dec,Beef,Ending stocks,"Million lbs, CWE",458.88984
1979,Yr Jan-Dec,Beef,Exports,"Million lbs, CWE",166.61
1979,Yr Jan-Dec,Beef,Farm production,"Million lbs, CWE",185
1979,Yr Jan-Dec,Beef,Imports,"Million lbs, CWE",2404.8
1979,Yr Jan-Dec,Beef,"Per capita disappearance, boneless retail weight",(LBS) Pounds,73.65840497
1979,Yr Jan-Dec,Beef,"Per capita disappearance, carcass weight",(LBS) Pounds,105.5278008
1979,Yr Jan-Dec,Beef,"Per capita disappearance, retail weight",(LBS) Pounds,78.09057261
1979,Yr Jan-Dec,Beef,Total disappearance,"Million lbs, CWE",23754.95872
1979,Yr Jan-Dec,Beef,Total production,"Million lbs, CWE",21447
1979,Yr Jan-Dec,Beef,Total supply,"Million lbs, CWE",24380.45856
1979,Yr Jan-Dec,"Chickens, Broilers",Beginning stocks,Million LBS,86
1979,Yr Jan-Dec,"Chickens, Broilers",Condemnations,Million LBS,30.342
1979,Yr Jan-Dec,"Chickens, Broilers",Ending stocks,Million LBS,112
1979,Yr Jan-Dec,"Chickens, Broilers",Exports,Million LBS,402.002
1979,Yr Jan-Dec,"Chickens, Broilers",Federally inspected production,Million LBS,10915.517
1979,Yr Jan-Dec,"Chickens, Broilers",Net ready-to-cook production,Million LBS,10926.34496
1979,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, boneless retail weight",(LBS) Pounds,31.71336138
1979,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, carcass weight",(LBS) Pounds,46.63729615
1979,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, retail weight",(LBS) Pounds,45.984374
1979,Yr Jan-Dec,"Chickens, Broilers",Total disappearance,Million LBS,10498.34296
1979,Yr Jan-Dec,"Chickens, Broilers",Total supply,Million LBS,11012.34496
1979,Yr Jan-Dec,Lamb and mutton,Beginning stocks,"Million lbs, CWE",11.716
1979,Yr Jan-Dec,Lamb and mutton,Commercial production,"Million lbs, CWE",282
1979,Yr Jan-Dec,Lamb and mutton,Ending stocks,"Million lbs, CWE",10.751
1979,Yr Jan-Dec,Lamb and mutton,Exports,"Million lbs, CWE",1.367
1979,Yr Jan-Dec,Lamb and mutton,Farm production,"Million lbs, CWE",9
1979,Yr Jan-Dec,Lamb and mutton,Imports,"Million lbs, CWE",44.3
1979,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, boneless retail weight",(LBS) Pounds,0.978928686
1979,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, carcass weight",(LBS) Pounds,1.487733566
1979,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, retail weight",(LBS) Pounds,1.324082874
1979,Yr Jan-Dec,Lamb and mutton,Total disappearance,"Million lbs, CWE",334.898
1979,Yr Jan-Dec,Lamb and mutton,Total production,"Million lbs, CWE",291
1979,Yr Jan-Dec,Lamb and mutton,Total supply,"Million lbs, CWE",347.016
1979,Yr Jan-Dec,Pork,Beginning stocks,"Million lbs, CWE",310.496
1979,Yr Jan-Dec,Pork,Commercial production,"Million lbs, CWE",15271
1979,Yr Jan-Dec,Pork,Ending stocks,"Million lbs, CWE",354.6625
1979,Yr Jan-Dec,Pork,Exports,"Million lbs, CWE",290.665
1979,Yr Jan-Dec,Pork,Farm production,"Million lbs, CWE",180
1979,Yr Jan-Dec,Pork,Imports,"Million lbs, CWE",499.6
1979,Yr Jan-Dec,Pork,"Per capita disappearance, boneless retail weight",(LBS) Pounds,49.04507279
1979,Yr Jan-Dec,Pork,"Per capita disappearance, carcass weight",(LBS) Pounds,69.37068287
1979,Yr Jan-Dec,Pork,"Per capita disappearance, retail weight",(LBS) Pounds,53.69290854
1979,Yr Jan-Dec,Pork,Total disappearance,"Million lbs, CWE",15615.7685
1979,Yr Jan-Dec,Pork,Total production,"Million lbs, CWE",15451
1979,Yr Jan-Dec,Pork,Total supply,"Million lbs, CWE",16261.096
1979,Yr Jan-Dec,Total poultry,Beginning stocks,Million LBS,276.985
1979,Yr Jan-Dec,Total poultry,Ending stocks,Million LBS,382.139
1979,Yr Jan-Dec,Total poultry,Exports,Million LBS,488.195
1979,Yr Jan-Dec,Total poultry,Federally inspected production,Million LBS,13652.837
1979,Yr Jan-Dec,Total poultry,Net ready-to-cook production,Million LBS,13704.60236
1979,Yr Jan-Dec,Total poultry,"Per capita disappearance, boneless retail weight",(LBS) Pounds,40.62629189
1979,Yr Jan-Dec,Total poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,58.24634989
1979,Yr Jan-Dec,Total poultry,"Per capita disappearance, retail weight",(LBS) Pounds,57.59337254
1979,Yr Jan-Dec,Total poultry,Total disappearance,Million LBS,13111.25336
1979,Yr Jan-Dec,Total poultry,Total supply,Million LBS,13981.58736
1979,Yr Jan-Dec,Total red meat,Beginning stocks,"Million lbs, CWE",859.96356
1979,Yr Jan-Dec,Total red meat,Commercial production,"Million lbs, CWE",37226
1979,Yr Jan-Dec,Total red meat,Ending stocks,"Million lbs, CWE",834.55434
1979,Yr Jan-Dec,Total red meat,Exports,"Million lbs, CWE",461.2917
1979,Yr Jan-Dec,Total red meat,Farm production,"Million lbs, CWE",398
1979,Yr Jan-Dec,Total red meat,Imports,"Million lbs, CWE",2975.3
1979,Yr Jan-Dec,Total red meat,"Per capita disappearance, boneless retail weight",(LBS) Pounds,125.0754724
1979,Yr Jan-Dec,Total red meat,"Per capita disappearance, carcass weight",(LBS) Pounds,178.4198901
1979,Yr Jan-Dec,Total red meat,"Per capita disappearance, retail weight",(LBS) Pounds,134.7955125
1979,Yr Jan-Dec,Total red meat,Total disappearance,"Million lbs, CWE",40163.41752
1979,Yr Jan-Dec,Total red meat,Total production,"Million lbs, CWE",37624
1979,Yr Jan-Dec,Total red meat,Total supply,"Million lbs, CWE",41459.26356
1979,Yr Jan-Dec,Total red meat and poultry,Beginning stocks,"Million lbs, CWE",1136.94856
1979,Yr Jan-Dec,Total red meat and poultry,Commercial production,"Million lbs, CWE",50930.60236
1979,Yr Jan-Dec,Total red meat and poultry,Exports,"Million lbs, CWE",949.4867
1979,Yr Jan-Dec,Total red meat and poultry,Imports,"Million lbs, CWE",2975.3
1979,Yr Jan-Dec,Total red meat and poultry,Other production,"Million lbs, CWE",398
1979,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,236.66624
1979,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, retail weight",(LBS) Pounds,192.388885
1979,Yr Jan-Dec,Total red meat and poultry,Total production,"Million lbs, CWE",51328.60236
1979,Yr Jan-Dec,Total red meat and poultry,Total supply,"Million lbs, CWE",55440.85092
1979,Yr Jan-Dec,Turkeys,Beginning stocks,Million LBS,175.097
1979,Yr Jan-Dec,Turkeys,Condemnations,Million LBS,4.11
1979,Yr Jan-Dec,Turkeys,Ending stocks,Million LBS,240.039
1979,Yr Jan-Dec,Turkeys,Exports,Million LBS,50.01
1979,Yr Jan-Dec,Turkeys,Federally inspected production,Million LBS,2181.794
1979,Yr Jan-Dec,Turkeys,Net ready-to-cook production,Million LBS,2199.734
1979,Yr Jan-Dec,Turkeys,"Per capita disappearance, boneless retail weight",(LBS) Pounds,7.316448965
1979,Yr Jan-Dec,Turkeys,"Per capita disappearance, carcass weight",(LBS) Pounds,9.261327803
1979,Yr Jan-Dec,Turkeys,"Per capita disappearance, retail weight",(LBS) Pounds,9.261327803
1979,Yr Jan-Dec,Turkeys,Total disappearance,Million LBS,2084.782
1979,Yr Jan-Dec,Turkeys,Total supply,Million LBS,2374.831
1979,Yr Jan-Dec,U.S. population,Population,Million,225.106
1979,Yr Jan-Dec,Veal,Beginning stocks,"Million lbs, CWE",9.093
1979,Yr Jan-Dec,Veal,Commercial production,"Million lbs, CWE",411
1979,Yr Jan-Dec,Veal,Ending stocks,"Million lbs, CWE",10.251
1979,Yr Jan-Dec,Veal,Exports,"Million lbs, CWE",2.6497
1979,Yr Jan-Dec,Veal,Farm production,"Million lbs, CWE",24
1979,Yr Jan-Dec,Veal,Imports,"Million lbs, CWE",26.6
1979,Yr Jan-Dec,Veal,"Per capita disappearance, boneless retail weight",(LBS) Pounds,1.393065904
1979,Yr Jan-Dec,Veal,"Per capita disappearance, carcass weight",(LBS) Pounds,2.033672852
1979,Yr Jan-Dec,Veal,"Per capita disappearance, retail weight",(LBS) Pounds,1.687948467
1979,Yr Jan-Dec,Veal,Total disappearance,"Million lbs, CWE",457.7923
1979,Yr Jan-Dec,Veal,Total production,"Million lbs, CWE",435
1979,Yr Jan-Dec,Veal,Total supply,"Million lbs, CWE",470.693
1980,Yr Jan-Dec,Beef,Beginning stocks,"Million lbs, CWE",458.88984
1980,Yr Jan-Dec,Beef,Commercial production,"Million lbs, CWE",21469
1980,Yr Jan-Dec,Beef,Ending stocks,"Million lbs, CWE",432.49224
1980,Yr Jan-Dec,Beef,Exports,"Million lbs, CWE",173.18
1980,Yr Jan-Dec,Beef,Farm production,"Million lbs, CWE",174
1980,Yr Jan-Dec,Beef,Imports,"Million lbs, CWE",2064
1980,Yr Jan-Dec,Beef,"Per capita disappearance, boneless retail weight",(LBS) Pounds,72.21416931
1980,Yr Jan-Dec,Beef,"Per capita disappearance, carcass weight",(LBS) Pounds,103.4586953
1980,Yr Jan-Dec,Beef,"Per capita disappearance, retail weight",(LBS) Pounds,76.55943451
1980,Yr Jan-Dec,Beef,Total disappearance,"Million lbs, CWE",23560.2176
1980,Yr Jan-Dec,Beef,Total production,"Million lbs, CWE",21643
1980,Yr Jan-Dec,Beef,Total supply,"Million lbs, CWE",24165.88984
1980,Yr Jan-Dec,"Chickens, Broilers",Beginning stocks,Million LBS,112
1980,Yr Jan-Dec,"Chickens, Broilers",Condemnations,Million LBS,54.897
1980,Yr Jan-Dec,"Chickens, Broilers",Ending stocks,Million LBS,115
1980,Yr Jan-Dec,"Chickens, Broilers",Exports,Million LBS,567.05
1980,Yr Jan-Dec,"Chickens, Broilers",Federally inspected production,Million LBS,11272.372
1980,Yr Jan-Dec,"Chickens, Broilers",Net ready-to-cook production,Million LBS,11251.96504
1980,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, boneless retail weight",(LBS) Pounds,31.66216387
1980,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, carcass weight",(LBS) Pounds,46.90690943
1980,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, retail weight",(LBS) Pounds,45.82805052
1980,Yr Jan-Dec,"Chickens, Broilers",Total disappearance,Million LBS,10681.91504
1980,Yr Jan-Dec,"Chickens, Broilers",Total supply,Million LBS,11363.96504
1980,Yr Jan-Dec,Lamb and mutton,Beginning stocks,"Million lbs, CWE",10.751
1980,Yr Jan-Dec,Lamb and mutton,Commercial production,"Million lbs, CWE",310
1980,Yr Jan-Dec,Lamb and mutton,Ending stocks,"Million lbs, CWE",9.142
1980,Yr Jan-Dec,Lamb and mutton,Exports,"Million lbs, CWE",1.473
1980,Yr Jan-Dec,Lamb and mutton,Farm production,"Million lbs, CWE",8
1980,Yr Jan-Dec,Lamb and mutton,Imports,"Million lbs, CWE",33.2
1980,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, boneless retail weight",(LBS) Pounds,1.015164088
1980,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, carcass weight",(LBS) Pounds,1.542802566
1980,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, retail weight",(LBS) Pounds,1.373094284
1980,Yr Jan-Dec,Lamb and mutton,Total disappearance,"Million lbs, CWE",351.336
1980,Yr Jan-Dec,Lamb and mutton,Total production,"Million lbs, CWE",318
1980,Yr Jan-Dec,Lamb and mutton,Total supply,"Million lbs, CWE",361.951
1980,Yr Jan-Dec,Pork,Beginning stocks,"Million lbs, CWE",354.6625
1980,Yr Jan-Dec,Pork,Commercial production,"Million lbs, CWE",16433
1980,Yr Jan-Dec,Pork,Ending stocks,"Million lbs, CWE",431.393
1980,Yr Jan-Dec,Pork,Exports,"Million lbs, CWE",251.858
1980,Yr Jan-Dec,Pork,Farm production,"Million lbs, CWE",184
1980,Yr Jan-Dec,Pork,Imports,"Million lbs, CWE",549.7
1980,Yr Jan-Dec,Pork,"Per capita disappearance, boneless retail weight",(LBS) Pounds,52.57153789
1980,Yr Jan-Dec,Pork,"Per capita disappearance, carcass weight",(LBS) Pounds,73.94027833
1980,Yr Jan-Dec,Pork,"Per capita disappearance, retail weight",(LBS) Pounds,57.30371571
1980,Yr Jan-Dec,Pork,Total disappearance,"Million lbs, CWE",16838.1115
1980,Yr Jan-Dec,Pork,Total production,"Million lbs, CWE",16617
1980,Yr Jan-Dec,Pork,Total supply,"Million lbs, CWE",17521.3625
1980,Yr Jan-Dec,Total poultry,Beginning stocks,Million LBS,382.139
1980,Yr Jan-Dec,Total poultry,Ending stocks,Million LBS,334.462
1980,Yr Jan-Dec,Total poultry,Exports,Million LBS,695.383
1980,Yr Jan-Dec,Total poultry,Federally inspected production,Million LBS,14155.26
1980,Yr Jan-Dec,Total poultry,Net ready-to-cook production,Million LBS,14172.59168
1980,Yr Jan-Dec,Total poultry,"Per capita disappearance, boneless retail weight",(LBS) Pounds,41.26454217
1980,Yr Jan-Dec,Total poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,59.38478894
1980,Yr Jan-Dec,Total poultry,"Per capita disappearance, retail weight",(LBS) Pounds,58.30607691
1980,Yr Jan-Dec,Total poultry,Total disappearance,Million LBS,13524.88568
1980,Yr Jan-Dec,Total poultry,Total supply,Million LBS,14554.73068
1980,Yr Jan-Dec,Total red meat,Beginning stocks,"Million lbs, CWE",834.55434
1980,Yr Jan-Dec,Total red meat,Commercial production,"Million lbs, CWE",38591
1980,Yr Jan-Dec,Total red meat,Ending stocks,"Million lbs, CWE",882.39724
1980,Yr Jan-Dec,Total red meat,Exports,"Million lbs, CWE",428.6572
1980,Yr Jan-Dec,Total red meat,Farm production,"Million lbs, CWE",387
1980,Yr Jan-Dec,Total red meat,Imports,"Million lbs, CWE",2668.3
1980,Yr Jan-Dec,Total red meat,"Per capita disappearance, boneless retail weight",(LBS) Pounds,127.0646381
1980,Yr Jan-Dec,Total red meat,"Per capita disappearance, carcass weight",(LBS) Pounds,180.7866912
1980,Yr Jan-Dec,Total red meat,"Per capita disappearance, retail weight",(LBS) Pounds,136.7675239
1980,Yr Jan-Dec,Total red meat,Total disappearance,"Million lbs, CWE",41169.7999
1980,Yr Jan-Dec,Total red meat,Total production,"Million lbs, CWE",38978
1980,Yr Jan-Dec,Total red meat,Total supply,"Million lbs, CWE",42480.85434
1980,Yr Jan-Dec,Total red meat and poultry,Beginning stocks,"Million lbs, CWE",1216.69334
1980,Yr Jan-Dec,Total red meat and poultry,Commercial production,"Million lbs, CWE",52763.59168
1980,Yr Jan-Dec,Total red meat and poultry,Exports,"Million lbs, CWE",1124.0402
1980,Yr Jan-Dec,Total red meat and poultry,Imports,"Million lbs, CWE",2668.3
1980,Yr Jan-Dec,Total red meat and poultry,Other production,"Million lbs, CWE",387
1980,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, carcass weight",(LBS) Pounds,240.1714801
1980,Yr Jan-Dec,Total red meat and poultry,"Per capita disappearance, retail weight",(LBS) Pounds,195.0736008
1980,Yr Jan-Dec,Total red meat and poultry,Total production,"Million lbs, CWE",53150.59168
1980,Yr Jan-Dec,Total red meat and poultry,Total supply,"Million lbs, CWE",57035.58502
1980,Yr Jan-Dec,Turkeys,Beginning stocks,Million LBS,240.039
1980,Yr Jan-Dec,Turkeys,Condemnations,Million LBS,5.156
1980,Yr Jan-Dec,Turkeys,Ending stocks,Million LBS,197.983
1980,Yr Jan-Dec,Turkeys,Exports,Million LBS,75.066
1980,Yr Jan-Dec,Turkeys,Federally inspected production,Million LBS,2332.352
1980,Yr Jan-Dec,Turkeys,Net ready-to-cook production,Million LBS,2369.54604
1980,Yr Jan-Dec,Turkeys,"Per capita disappearance, boneless retail weight",(LBS) Pounds,8.105639332
1980,Yr Jan-Dec,Turkeys,"Per capita disappearance, carcass weight",(LBS) Pounds,10.26030295
1980,Yr Jan-Dec,Turkeys,"Per capita disappearance, retail weight",(LBS) Pounds,10.26030295
1980,Yr Jan-Dec,Turkeys,Total disappearance,Million LBS,2336.53604
1980,Yr Jan-Dec,Turkeys,Total supply,Million LBS,2609.58504
1980,Yr Jan-Dec,U.S. population,Population,Million,227.726
1980,Yr Jan-Dec,Veal,Beginning stocks,"Million lbs, CWE",10.251
1980,Yr Jan-Dec,Veal,Commercial production,"Million lbs, CWE",379
1980,Yr Jan-Dec,Veal,Ending stocks,"Million lbs, CWE",9.37
1980,Yr Jan-Dec,Veal,Exports,"Million lbs, CWE",2.1462
1980,Yr Jan-Dec,Veal,Farm production,"Million lbs, CWE",21
1980,Yr Jan-Dec,Veal,Imports,"Million lbs, CWE",21.4
1980,Yr Jan-Dec,Veal,"Per capita disappearance, boneless retail weight",(LBS) Pounds,1.263766758
1980,Yr Jan-Dec,Veal,"Per capita disappearance, carcass weight",(LBS) Pounds,1.844914975
1980,Yr Jan-Dec,Veal,"Per capita disappearance, retail weight",(LBS) Pounds,1.531279429
1980,Yr Jan-Dec,Veal,Total disappearance,"Million lbs, CWE",420.1348
1980,Yr Jan-Dec,Veal,Total production,"Million lbs, CWE",400
1980,Yr Jan-Dec,Veal,Total supply,"Million lbs, CWE",431.651
1981,Yr Jan-Dec,Beef,Beginning stocks,"Million lbs, CWE",432.49224
1981,Yr Jan-Dec,Beef,Commercial production,"Million lbs, CWE",22214
1981,Yr Jan-Dec,Beef,Ending stocks,"Million lbs, CWE",335.46308
1981,Yr Jan-Dec,Beef,Exports,"Million lbs, CWE",215.921
1981,Yr Jan-Dec,Beef,Farm production,"Million lbs, CWE",175
1981,Yr Jan-Dec,Beef,Imports,"Million lbs, CWE",1743
1981,Yr Jan-Dec,Beef,"Per capita disappearance, boneless retail weight",(LBS) Pounds,72.87186993
1981,Yr Jan-Dec,Beef,"Per capita disappearance, carcass weight",(LBS) Pounds,104.4009598
1981,Yr Jan-Dec,Beef,"Per capita disappearance, retail weight",(LBS) Pounds,77.25671025
1981,Yr Jan-Dec,Beef,Total disappearance,"Million lbs, CWE",24013.10816
1981,Yr Jan-Dec,Beef,Total production,"Million lbs, CWE",22389
1981,Yr Jan-Dec,Beef,Total supply,"Million lbs, CWE",24564.49224
1981,Yr Jan-Dec,"Chickens, Broilers",Beginning stocks,Million LBS,115
1981,Yr Jan-Dec,"Chickens, Broilers",Condemnations,Million LBS,76.109
1981,Yr Jan-Dec,"Chickens, Broilers",Ending stocks,Million LBS,120
1981,Yr Jan-Dec,"Chickens, Broilers",Exports,Million LBS,719.144
1981,Yr Jan-Dec,"Chickens, Broilers",Federally inspected production,Million LBS,11905.733
1981,Yr Jan-Dec,"Chickens, Broilers",Net ready-to-cook production,Million LBS,11868.1044
1981,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, boneless retail weight",(LBS) Pounds,32.41319128
1981,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, carcass weight",(LBS) Pounds,48.45021119
1981,Yr Jan-Dec,"Chickens, Broilers","Per capita disappearance, retail weight",(LBS) Pounds,46.85135422
1981,Yr Jan-Dec,"Chickens, Broilers",Total disappearance,Million LBS,11143.9604
1981,Yr Jan-Dec,"Chickens, Broilers",Total supply,Million LBS,11983.1044
1981,Yr Jan-Dec,Lamb and mutton,Beginning stocks,"Million lbs, CWE",9.142
1981,Yr Jan-Dec,Lamb and mutton,Commercial production,"Million lbs, CWE",328
1981,Yr Jan-Dec,Lamb and mutton,Ending stocks,"Million lbs, CWE",10.54
1981,Yr Jan-Dec,Lamb and mutton,Exports,"Million lbs, CWE",2.427
1981,Yr Jan-Dec,Lamb and mutton,Farm production,"Million lbs, CWE",10
1981,Yr Jan-Dec,Lamb and mutton,Imports,"Million lbs, CWE",31.1
1981,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, boneless retail weight",(LBS) Pounds,1.044965512
1981,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, carcass weight",(LBS) Pounds,1.588093484
1981,Yr Jan-Dec,Lamb and mutton,"Per capita disappearance, retail weight",(LBS) Pounds,1.4134032
1981,Yr Jan-Dec,Lamb and mutton,Total disappearance,"Million lbs, CWE",365.275
1981,Yr Jan-Dec,Lamb and mutton,Total production,"Million lbs, CWE",338
1981,Yr Jan-Dec,Lamb and mutton,Total supply,"Million lbs, CWE",378.242
